Day,Count
2019-05-28,20
2019-05-29,23
2019-05-30,17
2019-05-31,10
2019-06-01,3
2019-06-02,4
2019-06-03,15
2019-06-04,13
2019-06-05,15
2019-06-06,15
2019-06-07,8
2019-06-08,3
2019-06-09,3
2019-06-10,4
2019-06-11,8
2019-06-12,9
2019-06-13,8
2019-06-14,12
2019-06-15,3
2019-06-16,3
2019-06-17,12
2019-06-18,10
2019-06-19,6
2019-06-20,19
2019-06-21,11
2019-06-22,7
2019-06-23,0
2019-06-24,18
2019-06-25,14
2019-06-26,8
2019-06-27,23
2019-06-28,10
2019-06-29,2
2019-06-30,9
2019-07-01,8
2019-07-02,4
2019-07-03,25
2019-07-04,11
2019-07-05,6
2019-07-06,5
2019-07-07,3
2019-07-08,2
2019-07-09,10
2019-07-10,16
2019-07-11,16
2019-07-12,26
2019-07-13,4
2019-07-14,6
2019-07-15,14
2019-07-16,22
2019-07-17,22
2019-07-18,21
2019-07-19,12
2019-07-20,3
2019-07-21,0
2019-07-22,11
2019-07-23,9
2019-07-24,9
2019-07-25,5
2019-07-26,2
2019-07-27,2
2019-07-28,3
2019-07-29,3
2019-07-30,10
2019-07-31,4
2019-08-01,5
2019-08-02,2
2019-08-03,1
2019-08-04,1
2019-08-05,5
2019-08-06,12
2019-08-07,11
2019-08-08,19
2019-08-09,8
2019-08-10,7
2019-08-11,3
2019-08-12,9
2019-08-13,19
2019-08-14,14
2019-08-15,10
2019-08-16,6
2019-08-17,4
2019-08-18,6
2019-08-19,5
2019-08-20,8
2019-08-21,8
2019-08-22,10
2019-08-23,3
2019-08-24,1
2019-08-25,0
2019-08-26,7
2019-08-27,8
2019-08-28,19
2019-08-29,15
2019-08-30,13
2019-08-31,1
2019-09-01,1
2019-09-02,3
2019-09-03,9
2019-09-04,11
2019-09-05,4
2019-09-06,6
2019-09-07,2
2019-09-08,0
2019-09-09,12
2019-09-10,14
2019-09-11,25
2019-09-12,18
2019-09-13,21
2019-09-14,6
2019-09-15,2
2019-09-16,14
2019-09-17,10
2019-09-18,8
2019-09-19,21
2019-09-20,14
2019-09-21,4
2019-09-22,2
2019-09-23,8
2019-09-24,5
2019-09-25,19
2019-09-26,12
2019-09-27,9
2019-09-28,3
2019-09-29,2
2019-09-30,10
2019-10-01,18
2019-10-02,13
2019-10-03,16
2019-10-04,6
2019-10-05,0
2019-10-06,1
2019-10-07,6
2019-10-08,2
2019-10-09,4
2019-10-10,12
2019-10-11,15
2019-10-12,2
2019-10-13,1
2019-10-14,17
2019-10-15,8
2019-10-16,12
2019-10-17,13
2019-10-18,22
2019-10-19,5
2019-10-20,2
2019-10-21,13
2019-10-22,17
2019-10-23,12
2019-10-24,16
2019-10-25,9
2019-10-26,5
2019-10-27,3
2019-10-28,10
2019-10-29,12
2019-10-30,8
2019-10-31,20
2019-11-01,3
2019-11-02,8
2019-11-03,3
2019-11-04,6
2019-11-05,4
2019-11-06,10
2019-11-07,4
2019-11-08,5
2019-11-09,0
2019-11-10,2
2019-11-11,17
2019-11-12,7
2019-11-13,8
2019-11-14,14
2019-11-15,6
2019-11-16,5
2019-11-17,3
2019-11-18,15
2019-11-19,9
2019-11-20,10
2019-11-21,13
2019-11-22,18
2019-11-23,6
